MarketHashName,PriceCents
AK-47 | Aquamarine Revenge (Battle-Scarred),2521
StatTrak™ P90 | Nostalgia (Factory New),2435
StatTrak™ P90 | Nostalgia (Field-Tested),1026
StatTrak™ P90 | Nostalgia (Well-Worn),1007
StatTrak™ P90 | Off World (Battle-Scarred),27
StatTrak™ P90 | Off World (Factory New),175
StatTrak™ P90 | Off World (Field-Tested),35
StatTrak™ P90 | Off World (Minimal Wear),87
StatTrak™ P90 | Off World (Well-Worn),33
StatTrak™ P90 | Randy Rush (Battle-Scarred),102
StatTrak™ P90 | Randy Rush (Factory New),847
StatTrak™ P90 | Randy Rush (Field-Tested),124
StatTrak™ P90 | Randy Rush (Minimal Wear),280
StatTrak™ P90 | Randy Rush (Well-Worn),143
StatTrak™ P90 | Shallow Grave (Battle-Scarred),564
StatTrak™ P90 | Shallow Grave (Factory New),2321
StatTrak™ P90 | Shallow Grave (Field-Tested),556
StatTrak™ P90 | Shallow Grave (Minimal Wear),2466
StatTrak™ P90 | Shallow Grave (Well-Worn),619
StatTrak™ P90 | Shapewood (Battle-Scarred),497
StatTrak™ P90 | Shapewood (Factory New),3342
StatTrak™ P90 | Shapewood (Field-Tested),550
StatTrak™ P90 | Shapewood (Minimal Wear),970
StatTrak™ P90 | Shapewood (Well-Worn),537
StatTrak™ P90 | Traction (Battle-Scarred),30
StatTrak™ P90 | Traction (Factory New),520
StatTrak™ P90 | Traction (Field-Tested),38
StatTrak™ P90 | Traction (Minimal Wear),88
StatTrak™ P90 | Traction (Well-Worn),33
StatTrak™ P90 | Trigon (Field-Tested),1628
StatTrak™ P90 | Trigon (Minimal Wear),1835
StatTrak™ P90 | Trigon (Well-Worn),2228
StatTrak™ P90 | Vent Rush (Battle-Scarred),50
StatTrak™ P90 | Vent Rush (Factory New),432
StatTrak™ P90 | Vent Rush (Field-Tested),59
StatTrak™ P90 | Vent Rush (Minimal Wear),148
StatTrak™ P90 | Vent Rush (Well-Worn),60
StatTrak™ P90 | Virus (Battle-Scarred),442
StatTrak™ P90 | Virus (Factory New),3842
StatTrak™ P90 | Virus (Field-Tested),251
StatTrak™ P90 | Virus (Minimal Wear),680
StatTrak™ P90 | Wave Breaker (Battle-Scarred),53
StatTrak™ P90 | Wave Breaker (Factory New),664
StatTrak™ P90 | Wave Breaker (Field-Tested),68
StatTrak™ P90 | Wave Breaker (Minimal Wear),181
StatTrak™ P90 | Wave Breaker (Well-Worn),52
StatTrak™ PP-Bizon | Antique (Factory New),1902
StatTrak™ PP-Bizon | Antique (Field-Tested),1401
StatTrak™ PP-Bizon | Antique (Minimal Wear),1700
StatTrak™ PP-Bizon | Blue Streak (Factory New),3253
StatTrak™ PP-Bizon | Blue Streak (Field-Tested),482
StatTrak™ PP-Bizon | Blue Streak (Minimal Wear),2340
StatTrak™ PP-Bizon | Blue Streak (Well-Worn),482
StatTrak™ PP-Bizon | Cobalt Halftone (Factory New),310
StatTrak™ PP-Bizon | Cobalt Halftone (Field-Tested),66
StatTrak™ PP-Bizon | Cobalt Halftone (Minimal Wear),165
StatTrak™ PP-Bizon | Cobalt Halftone (Well-Worn),204
StatTrak™ PP-Bizon | Embargo (Battle-Scarred),256
StatTrak™ PP-Bizon | Embargo (Factory New),1876
StatTrak™ PP-Bizon | Embargo (Field-Tested),388
StatTrak™ PP-Bizon | Embargo (Minimal Wear),937
StatTrak™ PP-Bizon | Embargo (Well-Worn),439
StatTrak™ PP-Bizon | Fuel Rod (Battle-Scarred),138
StatTrak™ PP-Bizon | Fuel Rod (Factory New),1714
StatTrak™ PP-Bizon | Fuel Rod (Field-Tested),219
StatTrak™ PP-Bizon | Fuel Rod (Minimal Wear),558
StatTrak™ PP-Bizon | Fuel Rod (Well-Worn),150
StatTrak™ PP-Bizon | Harvester (Battle-Scarred),21
StatTrak™ PP-Bizon | Harvester (Factory New),463
StatTrak™ PP-Bizon | Harvester (Field-Tested),26
StatTrak™ PP-Bizon | Harvester (Minimal Wear),46
StatTrak™ PP-Bizon | Harvester (Well-Worn),23
StatTrak™ PP-Bizon | High Roller (Battle-Scarred),790
StatTrak™ PP-Bizon | High Roller (Factory New),4467
StatTrak™ PP-Bizon | High Roller (Field-Tested),622
StatTrak™ PP-Bizon | High Roller (Minimal Wear),1431
StatTrak™ PP-Bizon | High Roller (Well-Worn),790
StatTrak™ PP-Bizon | Judgement of Anubis (Factory New),4480
StatTrak™ PP-Bizon | Judgement of Anubis (Field-Tested),1093
StatTrak™ PP-Bizon | Judgement of Anubis (Minimal Wear),1968
StatTrak™ PP-Bizon | Judgement of Anubis (Well-Worn),2110
StatTrak™ PP-Bizon | Jungle Slipstream (Battle-Scarred),28
StatTrak™ PP-Bizon | Jungle Slipstream (Factory New),90
StatTrak™ PP-Bizon | Jungle Slipstream (Field-Tested),36
StatTrak™ PP-Bizon | Jungle Slipstream (Minimal Wear),66
StatTrak™ PP-Bizon | Jungle Slipstream (Well-Worn),33
StatTrak™ PP-Bizon | Lumen (Battle-Scarred),136
StatTrak™ PP-Bizon | Lumen (Factory New),727
StatTrak™ PP-Bizon | Lumen (Field-Tested),136
StatTrak™ PP-Bizon | Lumen (Minimal Wear),333
StatTrak™ PP-Bizon | Lumen (Well-Worn),116
StatTrak™ PP-Bizon | Night Riot (Battle-Scarred),8
StatTrak™ PP-Bizon | Night Riot (Factory New),94
StatTrak™ PP-Bizon | Night Riot (Field-Tested),11
StatTrak™ PP-Bizon | Night Riot (Minimal Wear),23
StatTrak™ PP-Bizon | Night Riot (Well-Worn),13
StatTrak™ PP-Bizon | Osiris (Battle-Scarred),170
StatTrak™ PP-Bizon | Osiris (Factory New),476
StatTrak™ PP-Bizon | Osiris (Field-Tested),183
StatTrak™ PP-Bizon | Osiris (Minimal Wear),525
StatTrak™ PP-Bizon | Osiris (Well-Worn),162
StatTrak™ PP-Bizon | Photic Zone (Battle-Scarred),47
StatTrak™ PP-Bizon | Photic Zone (Factory New),659
StatTrak™ PP-Bizon | Photic Zone (Field-Tested),69
StatTrak™ PP-Bizon | Photic Zone (Minimal Wear),141
StatTrak™ PP-Bizon | Photic Zone (Well-Worn),47
StatTrak™ PP-Bizon | Runic (Battle-Scarred),8
StatTrak™ PP-Bizon | Runic (Factory New),106
StatTrak™ PP-Bizon | Runic (Field-Tested),8
StatTrak™ PP-Bizon | Runic (Minimal Wear),18
StatTrak™ PP-Bizon | Runic (Well-Worn),7
StatTrak™ PP-Bizon | Space Cat (Battle-Scarred),30
StatTrak™ PP-Bizon | Space Cat (Factory New),327
StatTrak™ PP-Bizon | Space Cat (Field-Tested),38
StatTrak™ PP-Bizon | Space Cat (Minimal Wear),101
StatTrak™ PP-Bizon | Space Cat (Well-Worn),38
StatTrak™ PP-Bizon | Water Sigil (Battle-Scarred),1267
StatTrak™ PP-Bizon | Water Sigil (Factory New),610
StatTrak™ PP-Bizon | Water Sigil (Field-Tested),483
StatTrak™ PP-Bizon | Water Sigil (Minimal Wear),596
StatTrak™ SCAR-20 | Assault (Battle-Scarred),11
StatTrak™ SCAR-20 | Assault (Factory New),73
StatTrak™ SCAR-20 | Assault (Field-Tested),15
StatTrak™ SCAR-20 | Assault (Minimal Wear),30
StatTrak™ SCAR-20 | Assault (Well-Worn),26
StatTrak™ SCAR-20 | Bloodsport (Factory New),2345
StatTrak™ SCAR-20 | Bloodsport (Field-Tested),779
StatTrak™ SCAR-20 | Bloodsport (Minimal Wear),1079
StatTrak™ SCAR-20 | Blueprint (Battle-Scarred),25
StatTrak™ SCAR-20 | Blueprint (Factory New),122
StatTrak™ SCAR-20 | Blueprint (Field-Tested),36
StatTrak™ SCAR-20 | Blueprint (Minimal Wear),68
StatTrak™ SCAR-20 | Blueprint (Well-Worn),38
StatTrak™ SCAR-20 | Cardiac (Battle-Scarred),1004
StatTrak™ SCAR-20 | Cardiac (Field-Tested),1747
StatTrak™ SCAR-20 | Cardiac (Well-Worn),1101
StatTrak™ SCAR-20 | Crimson Web (Battle-Scarred),283
StatTrak™ SCAR-20 | Crimson Web (Field-Tested),468
StatTrak™ SCAR-20 | Crimson Web (Minimal Wear),4585
StatTrak™ SCAR-20 | Crimson Web (Well-Worn),430
StatTrak™ SCAR-20 | Cyrex (Factory New),9947
StatTrak™ SCAR-20 | Cyrex (Minimal Wear),9645
StatTrak™ SCAR-20 | Enforcer (Battle-Scarred),59
StatTrak™ SCAR-20 | Enforcer (Factory New),557
StatTrak™ SCAR-20 | Enforcer (Field-Tested),70
StatTrak™ SCAR-20 | Enforcer (Minimal Wear),331
StatTrak™ SCAR-20 | Enforcer (Well-Worn),54
StatTrak™ SCAR-20 | Fragments (Battle-Scarred),8
StatTrak™ SCAR-20 | Fragments (Factory New),62
StatTrak™ SCAR-20 | Fragments (Field-Tested),9
StatTrak™ SCAR-20 | Fragments (Minimal Wear),22
StatTrak™ SCAR-20 | Fragments (Well-Worn),8
StatTrak™ SCAR-20 | Green Marine (Battle-Scarred),29
StatTrak™ SCAR-20 | Green Marine (Factory New),220
StatTrak™ SCAR-20 | Green Marine (Field-Tested),30
StatTrak™ SCAR-20 | Green Marine (Minimal Wear),101
StatTrak™ SCAR-20 | Green Marine (Well-Worn),43
StatTrak™ SCAR-20 | Grotto (Battle-Scarred),93
StatTrak™ SCAR-20 | Grotto (Factory New),176
StatTrak™ SCAR-20 | Grotto (Field-Tested),52
StatTrak™ SCAR-20 | Grotto (Minimal Wear),102
StatTrak™ SCAR-20 | Grotto (Well-Worn),66
StatTrak™ SCAR-20 | Jungle Slipstream (Battle-Scarred),16
StatTrak™ SCAR-20 | Jungle Slipstream (Factory New),96
StatTrak™ SCAR-20 | Jungle Slipstream (Field-Tested),15
StatTrak™ SCAR-20 | Jungle Slipstream (Minimal Wear),33
StatTrak™ SCAR-20 | Jungle Slipstream (Well-Worn),18
StatTrak™ SCAR-20 | Outbreak (Battle-Scarred),52
StatTrak™ SCAR-20 | Outbreak (Factory New),170
StatTrak™ SCAR-20 | Outbreak (Field-Tested),46
StatTrak™ SCAR-20 | Outbreak (Minimal Wear),73
StatTrak™ SCAR-20 | Outbreak (Well-Worn),32
StatTrak™ SCAR-20 | Poultrygeist (Battle-Scarred),9
StatTrak™ SCAR-20 | Poultrygeist (Factory New),56
StatTrak™ SCAR-20 | Poultrygeist (Field-Tested),9
StatTrak™ SCAR-20 | Poultrygeist (Minimal Wear),22
StatTrak™ SCAR-20 | Poultrygeist (Well-Worn),8
StatTrak™ SCAR-20 | Powercore (Battle-Scarred),55
StatTrak™ SCAR-20 | Powercore (Factory New),576
StatTrak™ SCAR-20 | Powercore (Field-Tested),94
StatTrak™ SCAR-20 | Powercore (Minimal Wear),266
StatTrak™ SCAR-20 | Powercore (Well-Worn),61
StatTrak™ SCAR-20 | Torn (Factory New),290
StatTrak™ SCAR-20 | Torn (Field-Tested),94
StatTrak™ SCAR-20 | Torn (Minimal Wear),276
StatTrak™ SCAR-20 | Torn (Well-Worn),114
StatTrak™ SCAR-20 | Trail Blazer (Battle-Scarred),14
StatTrak™ SCAR-20 | Trail Blazer (Factory New),130
StatTrak™ SCAR-20 | Trail Blazer (Field-Tested),21
StatTrak™ SCAR-20 | Trail Blazer (Minimal Wear),99
StatTrak™ SCAR-20 | Trail Blazer (Well-Worn),19
StatTrak™ SG 553 | Aerial (Battle-Scarred),21
StatTrak™ SG 553 | Aerial (Factory New),111
StatTrak™ SG 553 | Aerial (Field-Tested),25
StatTrak™ SG 553 | Aerial (Minimal Wear),47
StatTrak™ SG 553 | Aerial (Well-Worn),27
StatTrak™ SG 553 | Aloha (Battle-Scarred),9
StatTrak™ SG 553 | Aloha (Factory New),89
StatTrak™ SG 553 | Aloha (Field-Tested),12
StatTrak™ SG 553 | Aloha (Minimal Wear),29
StatTrak™ SG 553 | Aloha (Well-Worn),14
StatTrak™ SG 553 | Atlas (Battle-Scarred),12
StatTrak™ SG 553 | Atlas (Factory New),168
StatTrak™ SG 553 | Atlas (Field-Tested),14
StatTrak™ SG 553 | Atlas (Minimal Wear),40
StatTrak™ SG 553 | Atlas (Well-Worn),23
StatTrak™ SG 553 | Colony IV (Factory New),9893
StatTrak™ SG 553 | Colony IV (Field-Tested),1914
StatTrak™ SG 553 | Colony IV (Minimal Wear),4056
StatTrak™ SG 553 | Cyberforce (Battle-Scarred),8
StatTrak™ SG 553 | Cyberforce (Factory New),175
StatTrak™ SG 553 | Cyberforce (Field-Tested),8
StatTrak™ SG 553 | Cyberforce (Minimal Wear),23
StatTrak™ SG 553 | Cyberforce (Well-Worn),7
StatTrak™ SG 553 | Cyrex (Battle-Scarred),1269
StatTrak™ SG 553 | Cyrex (Factory New),6450
StatTrak™ SG 553 | Cyrex (Field-Tested),905
StatTrak™ SG 553 | Cyrex (Minimal Wear),1621
StatTrak™ SG 553 | Cyrex (Well-Worn),797
StatTrak™ SG 553 | Danger Close (Battle-Scarred),12
StatTrak™ SG 553 | Danger Close (Factory New),101
StatTrak™ SG 553 | Danger Close (Field-Tested),19
StatTrak™ SG 553 | Danger Close (Minimal Wear),30
StatTrak™ SG 553 | Danger Close (Well-Worn),23
StatTrak™ SG 553 | Darkwing (Battle-Scarred),66
StatTrak™ SG 553 | Darkwing (Factory New),1143
StatTrak™ SG 553 | Darkwing (Field-Tested),91
StatTrak™ SG 553 | Darkwing (Minimal Wear),212
StatTrak™ SG 553 | Darkwing (Well-Worn),75
StatTrak™ SG 553 | Dragon Tech (Battle-Scarred),50
StatTrak™ SG 553 | Dragon Tech (Factory New),495
StatTrak™ SG 553 | Dragon Tech (Field-Tested),61
StatTrak™ SG 553 | Dragon Tech (Minimal Wear),161
StatTrak™ SG 553 | Dragon Tech (Well-Worn),49
StatTrak™ SG 553 | Heavy Metal (Battle-Scarred),35
StatTrak™ SG 553 | Heavy Metal (Factory New),364
StatTrak™ SG 553 | Heavy Metal (Field-Tested),45
StatTrak™ SG 553 | Heavy Metal (Minimal Wear),82
StatTrak™ SG 553 | Heavy Metal (Well-Worn),33
StatTrak™ SG 553 | Ol' Rusty (Battle-Scarred),7
StatTrak™ SG 553 | Ol' Rusty (Factory New),52
StatTrak™ SG 553 | Ol' Rusty (Field-Tested),8
StatTrak™ SG 553 | Ol' Rusty (Minimal Wear),20
StatTrak™ SG 553 | Ol' Rusty (Well-Worn),8
StatTrak™ SG 553 | Phantom (Battle-Scarred),70
StatTrak™ SG 553 | Phantom (Factory New),640
StatTrak™ SG 553 | Phantom (Field-Tested),87
StatTrak™ SG 553 | Phantom (Minimal Wear),209
StatTrak™ SG 553 | Phantom (Well-Worn),125
StatTrak™ SG 553 | Pulse (Battle-Scarred),382
StatTrak™ SG 553 | Pulse (Field-Tested),509
StatTrak™ SG 553 | Pulse (Minimal Wear),1582
StatTrak™ SG 553 | Pulse (Well-Worn),455
StatTrak™ SG 553 | Tiger Moth (Battle-Scarred),168
StatTrak™ SG 553 | Tiger Moth (Factory New),1186
StatTrak™ SG 553 | Tiger Moth (Field-Tested),196
StatTrak™ SG 553 | Tiger Moth (Minimal Wear),462
StatTrak™ SG 553 | Tiger Moth (Well-Worn),197
StatTrak™ SG 553 | Triarch (Battle-Scarred),47
StatTrak™ SG 553 | Triarch (Factory New),572
StatTrak™ SG 553 | Triarch (Field-Tested),79
StatTrak™ SG 553 | Triarch (Minimal Wear),162
StatTrak™ SG 553 | Triarch (Well-Worn),54
StatTrak™ SG 553 | Ultraviolet (Battle-Scarred),16808
StatTrak™ SG 553 | Ultraviolet (Factory New),117270
StatTrak™ SG 553 | Ultraviolet (Field-Tested),2288
StatTrak™ SG 553 | Ultraviolet (Minimal Wear),4327
StatTrak™ SG 553 | Ultraviolet (Well-Worn),2530
StatTrak™ SG 553 | Wave Spray (Battle-Scarred),781
StatTrak™ SG 553 | Wave Spray (Factory New),5115
StatTrak™ SG 553 | Wave Spray (Field-Tested),821
StatTrak™ SG 553 | Wave Spray (Minimal Wear),822
StatTrak™ SG 553 | Wave Spray (Well-Worn),31651
StatTrak™ SSG 08 | Abyss (Battle-Scarred),43
StatTrak™ SSG 08 | Abyss (Factory New),1758
StatTrak™ SSG 08 | Abyss (Field-Tested),97
StatTrak™ SSG 08 | Abyss (Minimal Wear),258
StatTrak™ SSG 08 | Abyss (Well-Worn),49
StatTrak™ SSG 08 | Big Iron (Battle-Scarred),2405
StatTrak™ SSG 08 | Big Iron (Factory New),14659
StatTrak™ SSG 08 | Big Iron (Field-Tested),2374
StatTrak™ SSG 08 | Big Iron (Minimal Wear),3788
StatTrak™ SSG 08 | Blood in the Water (Minimal Wear),22389
StatTrak™ SSG 08 | Bloodshot (Battle-Scarred),2748
StatTrak™ SSG 08 | Bloodshot (Field-Tested),3140
StatTrak™ SSG 08 | Bloodshot (Minimal Wear),46908
StatTrak™ SSG 08 | Bloodshot (Well-Worn),2717
StatTrak™ SSG 08 | Dark Water (Field-Tested),247
StatTrak™ SSG 08 | Dark Water (Minimal Wear),412
StatTrak™ SSG 08 | Death's Head (Factory New),2233
StatTrak™ SSG 08 | Death's Head (Field-Tested),1383
StatTrak™ SSG 08 | Death's Head (Minimal Wear),1758
StatTrak™ SSG 08 | Death's Head (Well-Worn),1574
StatTrak™ SSG 08 | Dezastre (Battle-Scarred),11
StatTrak™ SSG 08 | Dezastre (Factory New),229
StatTrak™ SSG 08 | Dezastre (Field-Tested),12
StatTrak™ SSG 08 | Dezastre (Minimal Wear),34
StatTrak™ SSG 08 | Dezastre (Well-Worn),11
StatTrak™ SSG 08 | Dragonfire (Battle-Scarred),5268
StatTrak™ SSG 08 | Dragonfire (Factory New),11666
StatTrak™ SSG 08 | Dragonfire (Field-Tested),5168
StatTrak™ SSG 08 | Dragonfire (Minimal Wear),6356
StatTrak™ SSG 08 | Dragonfire (Well-Worn),5566
StatTrak™ SSG 08 | Fever Dream (Battle-Scarred),203
StatTrak™ SSG 08 | Fever Dream (Factory New),966
StatTrak™ SSG 08 | Fever Dream (Field-Tested),192
StatTrak™ SSG 08 | Fever Dream (Minimal Wear),501
StatTrak™ SSG 08 | Fever Dream (Well-Worn),517
StatTrak™ SSG 08 | Ghost Crusader (Battle-Scarred),147
StatTrak™ SSG 08 | Ghost Crusader (Factory New),1480
StatTrak™ SSG 08 | Ghost Crusader (Field-Tested),190
StatTrak™ SSG 08 | Ghost Crusader (Minimal Wear),525
StatTrak™ SSG 08 | Ghost Crusader (Well-Worn),150
StatTrak™ SSG 08 | Mainframe 001 (Battle-Scarred),8
StatTrak™ SSG 08 | Mainframe 001 (Factory New),122
StatTrak™ SSG 08 | Mainframe 001 (Field-Tested),9
StatTrak™ SSG 08 | Mainframe 001 (Minimal Wear),20
StatTrak™ SSG 08 | Mainframe 001 (Well-Worn),8
StatTrak™ SSG 08 | Memorial (Battle-Scarred),8
StatTrak™ SSG 08 | Memorial (Factory New),324
StatTrak™ SSG 08 | Memorial (Field-Tested),14
StatTrak™ SSG 08 | Memorial (Minimal Wear),39
StatTrak™ SSG 08 | Memorial (Well-Worn),7
StatTrak™ SSG 08 | Necropos (Battle-Scarred),59
StatTrak™ SSG 08 | Necropos (Factory New),958
StatTrak™ SSG 08 | Necropos (Field-Tested),84
StatTrak™ SSG 08 | Necropos (Minimal Wear),165
StatTrak™ SSG 08 | Necropos (Well-Worn),69
StatTrak™ SSG 08 | Parallax (Battle-Scarred),314
StatTrak™ SSG 08 | Parallax (Factory New),2036
StatTrak™ SSG 08 | Parallax (Field-Tested),470
StatTrak™ SSG 08 | Parallax (Minimal Wear),894
StatTrak™ SSG 08 | Parallax (Well-Worn),989
StatTrak™ SSG 08 | Rapid Transit (Battle-Scarred),148
StatTrak™ SSG 08 | Rapid Transit (Factory New),2753
StatTrak™ SSG 08 | Rapid Transit (Field-Tested),198
StatTrak™ SSG 08 | Rapid Transit (Minimal Wear),794
StatTrak™ SSG 08 | Rapid Transit (Well-Worn),219
StatTrak™ SSG 08 | Slashed (Battle-Scarred),129
StatTrak™ SSG 08 | Slashed (Field-Tested),195
StatTrak™ SSG 08 | Slashed (Well-Worn),150
StatTrak™ SSG 08 | Turbo Peek (Battle-Scarred),5373
StatTrak™ SSG 08 | Turbo Peek (Factory New),8385
StatTrak™ SSG 08 | Turbo Peek (Field-Tested),2823
StatTrak™ SSG 08 | Turbo Peek (Minimal Wear),5333
StatTrak™ Sawed-Off | Analog Input (Battle-Scarred),96
StatTrak™ Sawed-Off | Analog Input (Factory New),476
StatTrak™ Sawed-Off | Analog Input (Field-Tested),145
StatTrak™ Sawed-Off | Analog Input (Minimal Wear),256
StatTrak™ Sawed-Off | Analog Input (Well-Worn),125
StatTrak™ Sawed-Off | Apocalypto (Battle-Scarred),68
StatTrak™ Sawed-Off | Apocalypto (Factory New),1150
StatTrak™ Sawed-Off | Apocalypto (Field-Tested),82
StatTrak™ Sawed-Off | Apocalypto (Minimal Wear),237
StatTrak™ Sawed-Off | Apocalypto (Well-Worn),63
StatTrak™ Sawed-Off | Black Sand (Battle-Scarred),11
StatTrak™ Sawed-Off | Black Sand (Factory New),89
StatTrak™ Sawed-Off | Black Sand (Field-Tested),12
StatTrak™ Sawed-Off | Black Sand (Minimal Wear),32
StatTrak™ Sawed-Off | Black Sand (Well-Worn),11
StatTrak™ Sawed-Off | Devourer (Battle-Scarred),878
StatTrak™ Sawed-Off | Devourer (Factory New),4691
StatTrak™ Sawed-Off | Devourer (Field-Tested),1143
StatTrak™ Sawed-Off | Devourer (Minimal Wear),1397
StatTrak™ Sawed-Off | Fubar (Battle-Scarred),7
StatTrak™ Sawed-Off | Fubar (Well-Worn),790
StatTrak™ Sawed-Off | Highwayman (Battle-Scarred),156
StatTrak™ Sawed-Off | Highwayman (Factory New),1277
StatTrak™ Sawed-Off | Highwayman (Field-Tested),203
StatTrak™ Sawed-Off | Highwayman (Minimal Wear),761
StatTrak™ Sawed-Off | Kiss♥Love (Battle-Scarred),376
StatTrak™ Sawed-Off | Kiss♥Love (Factory New),3930
StatTrak™ Sawed-Off | Kiss♥Love (Field-Tested),433
StatTrak™ Sawed-Off | Kiss♥Love (Minimal Wear),1033
StatTrak™ Sawed-Off | Kiss♥Love (Well-Worn),340
StatTrak™ Sawed-Off | Limelight (Battle-Scarred),102
StatTrak™ Sawed-Off | Limelight (Factory New),848
StatTrak™ Sawed-Off | Limelight (Field-Tested),121
StatTrak™ Sawed-Off | Limelight (Minimal Wear),351
StatTrak™ Sawed-Off | Limelight (Well-Worn),97
StatTrak™ Sawed-Off | Morris (Battle-Scarred),8
StatTrak™ Sawed-Off | Morris (Factory New),91
StatTrak™ Sawed-Off | Morris (Field-Tested),16
StatTrak™ Sawed-Off | Morris (Minimal Wear),34
StatTrak™ Sawed-Off | Morris (Well-Worn),9
StatTrak™ Sawed-Off | Orange DDPAT (Battle-Scarred),3284
StatTrak™ Sawed-Off | Orange DDPAT (Factory New),65659
StatTrak™ Sawed-Off | Orange DDPAT (Field-Tested),2872
StatTrak™ Sawed-Off | Orange DDPAT (Minimal Wear),2552
StatTrak™ Sawed-Off | Origami (Battle-Scarred),27
StatTrak™ Sawed-Off | Origami (Factory New),107
StatTrak™ Sawed-Off | Origami (Field-Tested),26
StatTrak™ Sawed-Off | Origami (Minimal Wear),46
StatTrak™ Sawed-Off | Origami (Well-Worn),26
StatTrak™ Sawed-Off | Serenity (Factory New),3506
StatTrak™ Sawed-Off | Serenity (Field-Tested),395
StatTrak™ Sawed-Off | Serenity (Minimal Wear),759
StatTrak™ Sawed-Off | Serenity (Well-Worn),392
StatTrak™ Sawed-Off | Spirit Board (Battle-Scarred),9
StatTrak™ Sawed-Off | Spirit Board (Factory New),91
StatTrak™ Sawed-Off | Spirit Board (Field-Tested),8
StatTrak™ Sawed-Off | Spirit Board (Minimal Wear),21
StatTrak™ Sawed-Off | Spirit Board (Well-Worn),7
StatTrak™ Sawed-Off | The Kraken (Factory New),5862
StatTrak™ Sawed-Off | The Kraken (Field-Tested),2086
StatTrak™ Sawed-Off | The Kraken (Minimal Wear),3225
StatTrak™ Sawed-Off | Wasteland Princess (Battle-Scarred),660
StatTrak™ Sawed-Off | Wasteland Princess (Factory New),2524
StatTrak™ Sawed-Off | Wasteland Princess (Field-Tested),498
